hour,month,day_of_week,is_weekend,pm25,pm10,so2,nox,no2,co,wind_speed,temperature,humidity,pm_ratio,nox_so2_ratio,label
7,6,1,0,55.58,136.13,3.98,58.5,42.41,2.12,1.64,25.7,58.5,0.408,14.696,vehicular
0,6,4,0,180.94,274.26,79.45,30.96,21.44,0.32,1.97,30.7,79.8,0.66,0.39,industrial
15,3,4,0,108.16,205.85,-3.13,18.48,11.94,1.257,4.17,33.2,52.8,0.525,5.0,agricultural_burning
9,4,2,0,227.92,358.2,4.96,31.2,10.9,1.984,1.63,33.4,52.7,0.636,6.288,agricultural_burning
15,11,2,0,181.13,285.82,13.43,17.04,13.36,1.068,4.21,24.6,29.7,0.634,1.268,agricultural_burning
18,4,4,0,101.36,142.03,2.71,45.81,27.14,3.174,2.84,30.2,60.6,0.714,16.92,vehicular
9,4,6,1,30.68,53.79,9.05,12.11,9.92,0.699,4.6,25.3,69.1,0.57,1.338,unknown
10,2,2,0,38.85,40.29,10.82,34.52,22.96,0.75,0.11,18.1,62.9,0.964,3.19,seasonal_inversion
2,7,0,0,175.74,249.22,68.18,20.33,11.0,1.408,3.28,23.4,93.9,0.705,0.298,industrial
5,1,1,0,108.97,148.51,12.71,26.82,13.8,0.95,0.78,23.6,90.3,0.734,2.11,seasonal_inversion
8,11,5,1,80.78,123.73,10.18,47.92,25.19,0.756,0.33,28.1,87.7,0.653,4.706,seasonal_inversion
0,12,2,0,143.01,167.68,84.86,42.25,25.84,0.928,2.22,25.9,58.4,0.853,0.498,industrial
17,4,2,0,103.03,149.13,9.03,129.0,88.78,2.634,2.48,30.5,90.0,0.691,14.29,vehicular
5,1,1,0,78.54,110.04,2.78,23.21,16.07,0.734,1.22,19.4,52.3,0.714,8.361,seasonal_inversion
22,11,2,0,176.74,205.28,75.49,28.6,16.01,1.233,2.84,19.0,46.2,0.861,0.379,industrial
11,4,6,1,241.34,375.63,8.83,27.41,15.71,1.205,3.41,38.2,27.6,0.643,3.104,agricultural_burning
12,4,2,0,120.32,289.8,13.3,29.46,12.14,1.473,2.69,31.9,45.3,0.415,2.215,agricultural_burning
9,6,2,0,55.97,98.63,8.76,19.14,13.39,0.437,5.19,36.6,51.2,0.567,2.184,unknown
5,2,6,1,49.76,62.06,2.92,23.79,14.51,0.346,5.02,27.1,77.3,0.802,8.149,unknown
23,4,1,0,153.48,205.55,41.69,38.47,25.91,1.262,1.97,27.6,47.6,0.747,0.923,industrial
10,1,3,0,91.65,110.91,1.13,34.13,19.82,0.872,1.47,15.0,98.0,0.826,30.196,seasonal_inversion
14,9,2,0,39.08,61.68,13.48,12.14,7.06,0.575,1.37,36.9,54.1,0.633,0.901,unknown
10,10,1,0,98.06,248.79,9.47,24.27,11.92,2.213,2.11,29.3,56.1,0.394,2.563,agricultural_burning
21,10,2,0,35.9,50.73,12.92,23.5,12.32,0.461,3.42,23.2,77.2,0.708,1.819,unknown
11,11,2,0,180.36,320.34,9.51,15.85,6.75,1.406,3.64,24.1,32.8,0.563,1.667,agricultural_burning
10,8,0,0,77.48,166.24,8.08,117.88,83.65,1.235,0.51,38.2,49.9,0.466,14.584,vehicular
10,10,4,0,88.19,175.28,5.42,146.73,108.52,1.972,2.68,21.8,51.3,0.503,27.096,vehicular
10,10,2,0,68.8,124.97,4.54,64.7,46.43,2.879,1.51,34.2,38.4,0.551,14.242,vehicular
7,11,5,1,98.52,126.71,8.61,20.19,15.4,0.226,0.13,21.6,75.0,0.778,2.346,seasonal_inversion
6,10,3,0,101.66,132.45,78.66,36.65,27.32,1.15,2.42,17.4,53.1,0.768,0.466,industrial
17,11,3,0,125.88,188.71,4.84,10.01,5.23,1.303,4.42,27.5,67.5,0.667,2.07,agricultural_burning
17,8,4,0,57.19,98.38,7.41,93.59,44.19,2.714,1.9,33.2,65.0,0.581,12.628,vehicular
5,9,3,0,47.16,38.91,2.7,16.77,9.99,0.54,5.01,38.2,88.9,1.212,6.206,unknown
8,7,0,0,66.52,127.76,8.05,108.33,48.48,1.619,0.96,23.7,50.5,0.521,13.46,vehicular
19,10,1,0,90.04,172.07,8.95,125.1,61.05,3.188,0.62,40.6,74.3,0.523,13.975,vehicular
17,10,3,0,175.68,242.57,10.94,6.36,4.48,1.23,1.18,39.5,32.7,0.724,0.581,agricultural_burning
7,1,3,0,57.33,115.12,4.02,49.69,34.29,2.48,0.62,36.4,86.7,0.498,12.349,vehicular
20,2,0,0,117.89,184.62,5.07,112.94,78.14,4.227,2.68,27.6,39.9,0.639,22.275,vehicular
17,3,5,1,110.51,180.48,6.66,20.71,10.47,1.396,3.63,34.0,56.1,0.612,3.11,agricultural_burning
8,11,3,0,111.19,121.0,12.94,37.68,26.4,1.509,0.17,12.8,76.9,0.919,2.912,seasonal_inversion
1,12,1,0,124.72,150.27,57.69,17.63,9.19,1.274,1.78,31.6,69.2,0.83,0.306,industrial
5,5,5,1,213.91,252.28,77.76,38.74,25.89,1.118,1.42,34.1,73.4,0.848,0.498,industrial
8,12,1,0,68.74,87.16,3.41,6.85,3.67,0.446,0.53,30.9,85.3,0.789,2.007,seasonal_inversion
2,12,2,0,27.47,59.28,-0.64,13.44,12.0,0.58,6.06,32.6,77.4,0.463,5.0,unknown
19,3,4,0,118.47,209.17,7.79,83.7,47.95,2.487,0.54,26.3,26.8,0.566,10.746,vehicular
10,9,5,1,65.46,95.4,11.26,15.65,9.92,0.612,7.38,35.7,65.4,0.686,1.391,unknown
12,3,2,0,145.79,240.22,5.51,6.32,4.21,2.14,1.27,28.2,41.0,0.607,1.147,agricultural_burning
19,12,2,0,39.34,49.1,7.01,91.17,70.53,2.838,1.83,41.4,77.6,0.801,13.011,vehicular
14,3,4,0,57.59,80.92,10.68,22.31,12.4,0.321,3.88,42.8,58.5,0.712,2.089,unknown
7,6,5,1,22.32,14.39,4.71,6.48,1.89,0.626,1.51,23.9,55.1,1.551,1.376,unknown
18,4,3,0,224.28,310.34,10.22,13.76,4.8,1.118,3.54,29.3,25.1,0.723,1.346,agricultural_burning
8,2,0,0,107.08,121.18,20.67,31.14,18.97,0.777,1.47,26.4,71.5,0.884,1.506,seasonal_inversion
9,12,5,1,84.34,130.86,18.76,32.66,12.24,0.49,1.12,16.1,76.7,0.644,1.741,seasonal_inversion
9,12,5,1,72.12,138.38,6.68,13.17,8.21,2.315,1.67,27.7,56.9,0.521,1.973,agricultural_burning
10,1,0,0,65.07,87.79,13.15,28.41,12.78,0.545,0.39,20.5,77.6,0.741,2.16,seasonal_inversion
17,9,3,0,74.85,102.17,2.69,50.89,25.16,3.419,2.41,29.3,39.6,0.733,18.942,vehicular
9,7,2,0,22.02,47.64,5.06,132.48,84.3,2.953,2.37,32.1,54.4,0.462,26.186,vehicular
7,1,5,1,90.11,115.03,15.54,22.59,16.01,0.901,0.02,22.9,75.7,0.783,1.453,seasonal_inversion
6,11,6,1,126.76,162.75,14.13,37.47,28.14,0.888,0.34,15.1,77.9,0.779,2.651,seasonal_inversion
9,12,6,1,122.17,278.65,13.02,4.49,4.33,2.631,3.02,34.0,40.9,0.438,0.345,agricultural_burning
7,2,6,1,91.38,119.13,34.19,-0.24,-3.64,0.479,0.53,17.2,71.0,0.767,-0.007,seasonal_inversion
14,11,0,0,142.14,384.21,16.24,32.48,18.39,2.31,2.07,28.1,51.5,0.37,2.0,agricultural_burning
19,4,3,0,94.97,135.81,8.38,83.14,41.61,2.097,0.81,22.2,38.3,0.699,9.917,vehicular
9,1,2,0,42.43,45.52,14.07,20.94,8.54,0.567,6.46,36.7,25.5,0.932,1.488,unknown
15,10,1,0,166.66,341.5,12.05,7.11,-0.1,1.602,1.44,32.6,44.4,0.488,0.59,agricultural_burning
8,12,1,0,61.3,112.11,11.25,19.62,7.14,0.83,0.51,25.9,77.3,0.547,1.744,seasonal_inversion
11,11,5,1,177.65,290.17,10.56,17.73,13.99,1.517,4.93,27.8,67.9,0.612,1.679,agricultural_burning
2,9,0,0,146.4,205.86,84.4,21.31,7.26,0.418,3.91,27.8,81.6,0.711,0.252,industrial
17,9,3,0,84.64,168.52,6.47,73.34,39.86,2.617,2.13,27.6,79.8,0.502,11.328,vehicular
10,4,5,1,217.12,360.68,6.2,32.57,13.58,1.681,1.09,32.4,18.4,0.602,5.256,agricultural_burning
14,3,4,0,10.86,26.3,4.36,24.1,14.4,0.741,2.69,18.8,91.5,0.413,5.526,unknown
5,12,6,1,98.21,134.21,8.92,41.06,33.7,0.573,0.72,12.1,71.1,0.732,4.603,seasonal_inversion
22,5,1,0,182.97,219.15,124.38,31.14,18.92,0.623,3.55,34.8,81.9,0.835,0.25,industrial
20,1,4,0,82.55,147.5,1.49,78.97,40.78,2.68,2.81,30.0,63.3,0.56,52.911,vehicular
11,10,4,0,154.33,263.71,6.65,9.42,8.35,1.819,3.14,35.3,21.3,0.585,1.416,agricultural_burning
10,12,5,1,72.64,98.82,12.63,20.59,12.07,1.231,1.16,11.7,73.6,0.735,1.63,seasonal_inversion
16,10,5,1,166.22,273.59,11.94,16.7,7.66,2.53,3.07,23.9,29.8,0.608,1.399,agricultural_burning
5,8,4,0,148.43,186.67,87.5,37.55,24.76,0.338,3.35,32.9,48.3,0.795,0.429,industrial
9,9,0,0,59.6,94.09,1.82,117.61,59.41,3.169,0.71,23.6,62.8,0.633,64.575,vehicular
9,1,4,0,119.37,184.82,12.72,8.71,6.25,0.99,1.16,25.6,80.9,0.646,0.685,seasonal_inversion
5,12,0,0,139.52,167.68,79.52,56.23,40.4,0.424,0.54,29.7,60.1,0.832,0.707,industrial
6,10,3,0,152.11,193.43,89.23,28.52,19.68,1.011,3.8,22.4,66.3,0.786,0.32,industrial
2,7,3,0,167.76,246.17,72.72,37.2,31.11,0.491,1.68,30.1,79.0,0.681,0.512,industrial
16,10,2,0,80.48,132.93,4.72,19.59,8.72,0.503,4.11,28.8,76.0,0.605,4.149,unknown
2,1,3,0,129.55,140.17,50.84,36.27,24.33,1.204,3.89,25.1,94.6,0.924,0.713,industrial
2,12,2,0,67.62,124.74,2.65,16.68,6.33,0.56,7.04,28.8,79.3,0.542,6.286,unknown
1,9,1,0,132.36,175.42,81.68,15.78,10.69,0.722,2.65,29.9,72.8,0.755,0.193,industrial
17,4,2,0,120.21,194.88,8.86,16.48,6.76,1.476,1.51,34.9,75.8,0.617,1.86,agricultural_burning
20,1,4,0,75.65,97.39,5.36,77.3,56.29,2.493,0.81,36.7,77.3,0.777,14.434,vehicular
1,2,4,0,13.53,28.73,14.35,19.7,12.21,0.596,2.01,38.3,45.4,0.471,1.373,unknown
9,6,1,0,27.6,37.28,6.9,38.41,20.32,0.463,3.83,33.2,86.6,0.74,5.568,unknown
11,2,3,0,47.62,84.49,7.41,4.55,4.97,0.535,3.64,32.3,95.4,0.564,0.614,unknown
10,8,3,0,68.88,132.51,3.89,84.03,40.75,3.325,2.67,26.2,66.9,0.52,21.599,vehicular
0,12,2,0,206.62,287.86,105.56,41.25,27.44,0.708,0.55,20.5,74.1,0.718,0.391,industrial
21,3,6,1,41.42,62.8,9.93,23.35,17.86,0.36,7.08,15.4,68.6,0.66,2.352,unknown
8,4,2,0,62.13,100.8,12.31,95.43,62.61,2.233,1.12,32.9,51.3,0.616,7.755,vehicular
3,5,2,0,39.08,64.96,12.92,16.73,13.58,0.381,7.82,36.1,30.9,0.602,1.295,unknown
4,1,5,1,172.85,226.93,51.98,43.48,20.79,0.823,2.35,22.4,62.0,0.762,0.837,industrial
19,6,0,0,69.35,152.78,1.11,78.68,48.68,1.651,2.74,34.0,38.4,0.454,70.919,vehicular
10,12,3,0,59.32,52.62,15.18,11.22,7.09,0.841,0.92,16.8,46.8,1.127,0.74,seasonal_inversion
10,11,2,0,86.37,123.09,23.97,18.44,13.22,0.91,1.22,13.7,90.5,0.702,0.77,seasonal_inversion
9,11,3,0,81.37,128.21,14.6,27.34,15.07,0.984,0.42,21.5,68.7,0.635,1.872,seasonal_inversion
9,12,3,0,103.88,145.1,10.9,21.02,22.49,1.149,1.07,12.7,84.4,0.716,1.928,seasonal_inversion
7,11,3,0,62.39,104.72,9.36,104.0,67.45,1.879,2.11,25.7,50.8,0.596,11.112,vehicular
5,1,6,1,81.43,93.48,7.09,38.15,26.4,0.851,0.84,11.2,66.6,0.871,5.377,seasonal_inversion
3,1,4,0,43.11,59.52,3.14,15.67,10.57,0.622,6.68,24.8,71.2,0.724,4.994,unknown
2,8,2,0,156.94,236.79,75.56,-5.21,-0.81,1.668,2.96,25.9,73.3,0.663,-0.069,industrial
9,8,3,0,54.79,81.21,9.36,144.06,89.37,2.805,1.51,37.9,35.9,0.675,15.386,vehicular
18,2,0,0,83.7,152.97,0.3,106.36,70.71,2.358,2.25,24.2,81.1,0.547,351.145,vehicular
9,9,2,0,99.6,145.99,4.99,103.12,81.28,2.381,2.34,26.8,50.3,0.682,20.67,vehicular
1,10,5,1,177.58,263.93,57.29,32.32,25.46,1.241,2.28,25.1,55.1,0.673,0.564,industrial
15,11,5,1,205.71,290.35,5.65,18.31,7.27,1.858,2.94,34.9,50.0,0.708,3.24,agricultural_burning
9,10,2,0,53.85,79.64,0.75,96.67,51.86,4.377,1.66,28.6,35.3,0.676,128.825,vehicular
16,11,1,0,215.66,350.49,5.16,19.86,14.07,2.409,2.61,36.1,54.8,0.615,3.853,agricultural_burning
10,3,1,0,133.67,253.55,8.49,12.85,6.87,1.367,1.42,36.2,28.6,0.527,1.514,agricultural_burning
9,3,2,0,171.36,388.2,5.29,3.32,1.47,1.497,4.45,33.6,43.6,0.441,0.627,agricultural_burning
18,8,4,0,82.35,119.42,10.59,82.19,49.28,2.103,1.3,26.2,80.9,0.69,7.758,vehicular
6,2,5,1,85.99,111.5,15.13,17.51,7.0,0.691,0.84,25.1,79.7,0.771,1.157,seasonal_inversion
10,12,3,0,83.09,119.49,2.37,43.65,30.82,1.211,1.11,23.5,79.4,0.695,18.422,seasonal_inversion
10,2,2,0,111.84,199.6,0.4,-1.04,-1.35,1.402,0.67,27.1,73.5,0.56,-2.575,seasonal_inversion
4,12,2,0,152.78,177.69,77.86,9.6,7.14,0.636,3.46,24.0,78.0,0.86,0.123,industrial
22,10,4,0,155.05,194.72,75.29,23.05,8.65,0.738,1.05,23.0,63.9,0.796,0.306,industrial
12,11,4,0,124.67,246.93,8.28,20.14,13.05,2.218,4.03,36.7,41.6,0.505,2.432,agricultural_burning
18,12,2,0,97.01,130.34,7.64,93.73,64.32,1.67,1.38,34.0,20.0,0.744,12.275,vehicular
0,2,0,0,158.16,233.37,92.46,7.72,7.79,0.411,3.75,29.0,44.3,0.678,0.083,industrial
18,7,0,0,77.64,129.22,7.6,76.27,59.53,1.332,0.8,21.4,70.0,0.601,10.03,vehicular
10,8,2,0,15.88,25.31,12.18,29.67,15.19,0.456,2.4,20.8,90.9,0.627,2.435,unknown
8,12,4,0,50.73,63.77,13.98,25.56,13.18,0.521,0.4,19.8,69.0,0.795,1.828,seasonal_inversion
7,1,0,0,108.93,169.15,7.91,39.02,21.04,1.177,0.55,15.4,92.8,0.644,4.931,seasonal_inversion
16,1,1,0,33.24,33.86,10.71,5.48,4.63,0.498,7.92,29.2,61.9,0.982,0.512,unknown
7,9,1,0,70.35,129.01,10.57,88.99,52.76,3.835,0.65,31.4,69.2,0.545,8.423,vehicular
10,9,2,0,66.6,74.49,0.25,34.46,25.22,0.307,1.79,31.8,70.2,0.894,135.234,unknown
9,12,5,1,49.08,64.61,4.88,24.3,20.56,1.086,0.89,19.2,62.8,0.76,4.981,seasonal_inversion
15,4,6,1,230.74,376.69,13.47,39.85,19.09,1.608,2.56,45.4,41.2,0.613,2.959,agricultural_burning
17,7,1,0,55.89,87.78,4.85,92.14,67.95,2.733,2.87,16.0,51.6,0.637,19.006,vehicular
7,11,3,0,98.27,136.28,20.56,27.49,26.55,0.755,0.9,17.8,98.0,0.721,1.337,seasonal_inversion
11,12,4,0,167.73,297.67,7.78,25.66,20.55,2.406,1.7,22.3,44.6,0.563,3.297,agricultural_burning
7,8,3,0,43.35,67.15,7.04,96.54,73.64,0.824,2.84,35.6,48.9,0.646,13.708,vehicular
8,11,5,1,74.09,126.79,16.86,51.73,40.26,1.144,1.43,20.8,80.2,0.584,3.068,seasonal_inversion
23,10,0,0,44.68,37.36,10.08,28.62,16.99,0.253,2.9,38.3,46.2,1.196,2.838,unknown
22,6,6,1,135.37,171.54,46.94,54.32,39.18,0.838,2.61,25.1,66.2,0.789,1.157,industrial
18,2,3,0,61.34,67.69,2.59,127.85,66.86,2.781,1.22,39.5,32.4,0.906,49.314,vehicular
23,6,5,1,109.18,119.04,87.84,31.09,20.13,0.524,1.39,33.4,54.6,0.917,0.354,industrial
12,12,2,0,188.23,290.59,13.32,22.65,9.87,2.729,4.54,31.9,79.7,0.648,1.7,agricultural_burning
7,6,2,0,87.76,136.94,9.83,81.13,38.12,0.883,1.76,27.8,64.3,0.641,8.255,vehicular
18,6,1,0,72.69,126.48,0.53,82.49,35.94,1.887,2.09,31.3,52.0,0.575,155.983,vehicular
10,12,0,0,101.01,134.59,14.89,32.29,13.73,1.232,0.74,18.2,82.3,0.75,2.169,seasonal_inversion
7,12,6,1,130.04,161.87,8.37,27.84,20.14,0.292,0.51,15.1,80.4,0.803,3.326,seasonal_inversion
8,1,5,1,77.84,122.13,5.72,37.25,21.35,0.765,0.66,15.3,87.5,0.637,6.515,seasonal_inversion
2,12,3,0,52.15,76.65,6.28,29.03,17.89,0.519,1.64,41.9,32.1,0.68,4.62,unknown
2,11,5,1,166.41,231.47,80.83,51.5,21.91,0.672,2.95,32.6,73.9,0.719,0.637,industrial
0,6,4,0,166.9,162.41,83.36,35.69,29.34,0.647,3.42,32.1,100.0,1.028,0.428,industrial
1,9,1,0,121.83,170.77,94.54,57.37,49.98,1.042,0.83,29.6,54.5,0.713,0.607,industrial
9,2,5,1,97.88,117.79,14.12,30.87,17.0,0.642,0.66,15.2,91.0,0.831,2.187,seasonal_inversion
10,10,3,0,181.07,248.22,5.18,16.67,8.87,2.728,2.3,40.2,54.6,0.729,3.219,agricultural_burning
1,2,5,1,168.87,231.56,113.56,27.74,20.43,0.836,0.63,25.4,65.2,0.729,0.244,industrial
10,4,1,0,62.53,118.79,2.04,129.35,81.69,4.328,1.02,29.3,30.7,0.526,63.405,vehicular
9,11,4,0,89.65,140.15,12.97,8.98,6.8,0.965,1.44,12.4,70.4,0.64,0.692,seasonal_inversion
11,10,0,0,224.43,367.11,5.97,14.3,10.24,1.723,4.66,30.7,32.3,0.611,2.397,agricultural_burning
13,10,1,0,73.72,195.95,7.2,27.27,15.17,2.429,4.18,27.1,59.6,0.376,3.79,agricultural_burning
5,12,5,1,192.53,303.35,82.34,27.02,16.28,1.069,3.64,21.3,72.6,0.635,0.328,industrial
20,5,4,0,99.71,195.19,-0.96,74.06,62.28,2.219,1.36,26.6,45.9,0.511,5.0,vehicular
3,12,1,0,162.72,227.27,51.25,33.95,19.37,1.285,2.04,24.7,43.6,0.716,0.662,industrial
8,11,2,0,92.0,92.57,3.23,30.31,16.9,0.622,0.05,12.0,81.3,0.994,9.388,seasonal_inversion
19,12,4,0,56.61,93.66,8.35,109.8,64.81,3.228,1.89,34.2,64.4,0.604,13.143,vehicular
0,6,2,0,102.01,145.94,57.97,3.38,6.36,0.859,1.31,26.0,90.2,0.699,0.058,industrial
12,9,4,0,50.71,74.11,7.94,9.37,5.32,0.289,1.94,15.0,63.1,0.684,1.18,unknown
17,4,2,0,138.07,235.55,11.82,26.86,14.15,1.819,1.64,29.7,18.2,0.586,2.272,agricultural_burning
9,3,6,1,97.56,174.46,14.17,16.64,11.32,0.63,1.51,44.4,56.9,0.559,1.174,agricultural_burning
21,4,2,0,55.71,85.9,5.84,14.04,8.86,0.142,1.75,24.7,71.7,0.648,2.404,unknown
9,1,2,0,51.81,63.52,5.88,40.77,21.69,1.234,0.55,19.4,64.8,0.816,6.934,seasonal_inversion
18,11,4,0,89.31,155.98,3.17,17.15,5.69,1.3,2.68,35.9,57.7,0.573,5.417,agricultural_burning
3,9,6,1,118.08,176.07,89.99,12.67,5.26,1.427,1.99,26.2,57.7,0.671,0.141,industrial
4,5,3,0,175.14,193.19,71.83,29.98,16.83,0.563,3.59,21.2,77.3,0.907,0.417,industrial
4,5,2,0,43.63,38.17,15.18,10.86,4.52,0.5,3.01,26.5,68.8,1.143,0.716,unknown
18,5,1,0,33.77,62.33,7.28,95.81,66.34,2.471,2.0,26.4,68.9,0.542,13.152,vehicular
22,2,0,0,98.84,100.49,106.86,34.91,23.45,1.11,0.83,33.1,69.3,0.984,0.327,industrial
15,1,0,0,34.1,50.38,13.23,26.7,13.67,0.491,5.85,24.7,72.9,0.677,2.018,unknown
0,7,1,0,117.39,173.15,91.06,67.37,51.21,1.433,3.54,29.8,65.9,0.678,0.74,industrial
5,2,4,0,136.07,194.94,51.07,18.5,4.67,0.632,3.63,27.8,53.1,0.698,0.362,industrial
11,10,4,0,140.52,210.89,2.02,14.23,8.09,2.678,3.82,26.2,60.1,0.666,7.033,agricultural_burning
1,2,0,0,17.32,1.85,11.2,26.01,12.59,0.341,7.98,32.7,74.9,9.368,2.322,unknown
4,3,3,0,134.58,164.7,76.34,32.39,22.56,1.025,1.57,24.1,72.0,0.817,0.424,industrial
11,4,1,0,69.03,215.51,2.01,17.72,5.52,1.569,2.24,28.9,34.4,0.32,8.823,agricultural_burning
22,1,6,1,181.16,220.88,68.4,21.12,21.76,1.469,3.56,29.2,71.6,0.82,0.309,industrial
14,4,5,1,214.39,352.64,1.46,16.65,11.46,2.254,3.05,28.0,47.9,0.608,11.378,agricultural_burning
4,4,2,0,23.09,37.83,2.44,14.04,8.2,0.347,3.48,29.1,73.3,0.61,5.764,unknown
5,11,3,0,60.49,80.71,14.69,29.82,23.69,0.426,1.1,18.5,80.3,0.749,2.03,seasonal_inversion
2,8,3,0,12.45,11.02,6.78,24.08,16.63,0.533,2.23,14.8,65.8,1.129,3.554,unknown
6,11,2,0,140.68,209.98,14.12,12.16,10.16,1.054,0.61,14.3,80.0,0.67,0.861,seasonal_inversion
19,2,4,0,60.11,94.53,7.8,129.18,80.76,1.857,1.67,26.3,47.6,0.636,16.561,vehicular
5,12,0,0,48.45,67.7,4.09,29.76,28.79,0.366,1.22,15.6,83.1,0.716,7.283,seasonal_inversion
22,11,0,0,36.56,59.25,6.53,23.3,16.55,0.283,1.4,23.8,62.4,0.617,3.566,unknown
10,1,5,1,105.96,168.47,6.89,16.05,10.38,0.95,1.43,16.7,74.2,0.629,2.33,seasonal_inversion
17,8,2,0,92.27,168.0,3.92,101.46,70.46,1.759,1.32,24.1,68.3,0.549,25.855,vehicular
13,5,2,0,5.41,-12.89,10.94,1.39,-2.21,0.746,6.03,26.3,65.3,0.5,0.127,unknown
5,11,5,1,102.92,132.25,16.45,17.18,14.21,1.168,1.08,21.2,74.4,0.778,1.044,seasonal_inversion
20,11,1,0,87.2,96.61,6.21,96.36,58.33,2.816,1.89,30.0,33.1,0.903,15.521,vehicular
0,8,1,0,106.93,135.59,84.07,20.49,9.35,1.175,3.28,31.9,65.6,0.789,0.244,industrial
11,11,5,1,125.92,313.93,12.18,18.14,8.23,1.405,3.08,28.8,18.9,0.401,1.489,agricultural_burning
19,10,2,0,78.94,161.09,-0.74,81.94,38.82,2.61,1.06,28.5,60.2,0.49,5.0,vehicular
6,9,3,0,70.77,121.81,12.0,4.78,2.28,0.749,2.08,33.2,57.6,0.581,0.398,unknown
14,10,4,0,158.21,255.33,6.43,18.89,5.02,1.46,1.88,34.1,39.4,0.62,2.939,agricultural_burning
1,4,1,0,151.45,205.22,104.73,21.27,11.07,0.207,2.33,23.8,74.0,0.738,0.203,industrial
7,11,4,0,103.21,125.16,6.66,28.84,23.03,1.032,1.0,26.9,76.1,0.825,4.329,seasonal_inversion
23,11,2,0,174.02,264.87,63.27,45.03,23.96,0.273,1.34,14.7,49.6,0.657,0.712,industrial
14,12,3,0,105.17,228.63,7.7,14.88,6.54,2.18,3.85,30.2,30.4,0.46,1.933,agricultural_burning
9,3,6,1,34.67,33.59,3.64,41.54,22.06,0.554,2.12,28.4,77.4,1.032,11.411,unknown
3,11,1,0,46.27,85.14,10.04,32.49,18.79,0.218,3.62,22.8,50.8,0.543,3.236,unknown
17,2,2,0,30.33,37.82,12.61,27.39,17.57,0.484,1.36,35.1,72.2,0.802,2.172,unknown
19,11,2,0,88.51,142.32,5.42,65.88,39.96,1.849,2.69,34.3,35.9,0.622,12.16,vehicular
20,5,4,0,86.25,127.84,4.7,75.07,60.61,2.496,2.57,35.4,53.3,0.675,15.969,vehicular
5,12,0,0,191.61,262.43,67.15,25.0,13.45,0.605,1.55,26.1,61.6,0.73,0.372,industrial
10,1,5,1,101.96,140.73,12.26,36.08,22.83,1.426,0.92,14.7,63.7,0.725,2.944,seasonal_inversion
20,10,1,0,24.76,43.72,0.64,-6.18,-4.29,0.432,1.51,37.1,56.8,0.566,-9.682,unknown
14,12,5,1,144.39,217.85,0.33,42.85,22.77,1.653,1.89,41.2,29.1,0.663,128.015,agricultural_burning
19,12,0,0,43.57,50.98,4.08,72.54,41.34,2.758,0.65,31.2,58.6,0.855,17.793,vehicular
4,5,5,1,81.16,129.01,8.91,39.89,32.02,0.287,2.48,20.0,41.6,0.629,4.475,unknown
19,5,4,0,73.96,131.85,7.16,94.5,64.7,1.845,2.28,30.3,61.7,0.561,13.206,vehicular
10,1,0,0,53.06,65.1,19.7,31.69,18.92,1.358,0.95,20.1,70.6,0.815,1.609,seasonal_inversion
18,11,3,0,86.25,155.22,13.03,116.24,66.19,2.532,1.72,34.9,76.0,0.556,8.919,vehicular
14,10,5,1,60.67,87.13,2.91,13.99,7.66,0.46,7.12,31.8,63.5,0.696,4.801,unknown
1,2,1,0,134.7,148.12,76.19,49.32,24.84,0.951,1.02,23.3,42.7,0.909,0.647,industrial
17,4,6,1,139.35,248.43,7.63,16.48,12.33,0.562,2.76,35.1,39.1,0.561,2.161,agricultural_burning
17,11,1,0,61.86,134.95,8.85,105.18,62.35,2.152,0.81,35.0,61.5,0.458,11.88,vehicular
19,6,2,0,76.63,129.16,4.51,57.15,45.09,2.305,2.43,36.5,37.7,0.593,12.679,vehicular
18,11,2,0,211.76,307.63,12.89,36.4,26.93,1.744,1.38,34.0,37.7,0.688,2.825,agricultural_burning
14,3,3,0,116.03,258.74,3.45,13.36,7.37,2.426,4.72,40.0,52.2,0.448,3.873,agricultural_burning
3,10,5,1,189.46,189.53,113.65,33.61,19.32,0.739,1.68,29.4,40.7,1.0,0.296,industrial
1,6,6,1,33.39,47.76,0.56,3.68,-0.02,0.473,7.8,26.6,56.3,0.699,6.626,unknown
15,11,6,1,147.53,321.4,2.75,13.33,1.01,0.622,3.45,33.3,47.2,0.459,4.849,agricultural_burning
7,9,6,1,41.37,71.03,5.88,7.53,6.19,0.263,1.27,25.4,59.0,0.582,1.281,unknown
17,9,2,0,78.29,136.84,10.06,67.23,38.24,3.434,0.95,34.4,60.8,0.572,6.68,vehicular
6,4,3,0,32.69,57.51,5.31,11.49,6.89,0.711,6.98,29.7,90.5,0.568,2.165,unknown
17,8,1,0,60.4,97.46,0.44,37.75,26.11,1.271,2.23,32.5,59.9,0.62,86.296,vehicular
6,12,6,1,177.33,237.52,54.58,14.83,18.92,0.658,1.34,15.6,60.9,0.747,0.272,industrial
9,2,4,0,140.28,167.95,16.19,44.51,27.65,0.576,1.42,10.4,95.5,0.835,2.749,seasonal_inversion
10,2,2,0,77.31,97.58,4.72,39.12,20.02,0.949,0.83,16.6,81.0,0.792,8.287,seasonal_inversion
19,11,2,0,88.68,106.67,1.85,102.47,68.49,2.099,2.06,24.9,33.3,0.831,55.475,vehicular
